0.0 -2.5 -0.75 # volume corner 1
3.5 2.5 0.75 # volume corner 2
0.1 # resolution
-6.530171958729624e-17 -0.026382096458864444 -0.5809215696174272
-7.948983693495392e-17 -0.013449801329136308 -0.6374478393334796
-9.895302355289458e-17 -0.0038727933627150813 -0.6457708222028018
-8.549250196665525e-18 0.09801971217808195 -0.26835532081488456
5.3660187404602764e-17 -1.0980242102932185 0.6485003003530474
-1.202351995743811e-16 -2.714265819004242 0.47624943695693955
-1.7498678062111138e-16 -2.7342596055259705 -0.23370280501120205
-1.4588295016437769e-16 -2.6829280021207715 -0.11041159220091866
-1.2641976354643702e-16 -2.68292800212077 0.11041159220091873
-1.467924448661506e-16 -2.734259605525972 0.23370280501120178
-1.3496901374310255e-16 -2.7142658190042432 -0.4762494369569397
-1.495209289714694e-16 -1.0980242102932176 -0.6485003003530475
-8.312781574204564e-17 0.09801971217808209 0.268355320814887
-1.3133103493601083e-16 -0.0038727933627149876 0.6457708222028016
-7.948983693495392e-17 -0.013449801329136642 0.6374478393334796
-4.092726157978177e-17 -0.026744006996507662 -0.5667159890196684
-6.766640581190585e-17 -0.047857812227807835 -0.6656226829311239
-4.82032191939652e-17 -0.16899329202013533 -0.7398229857494192
-1.1204974725842475e-16 -0.5311395097270517 -0.6800244511093075
-6.148184183984995e-17 -1.339597979091263 -0.5167452228056625
-6.129994289949536e-17 -2.308169188861282 -0.46295887250693596
-1.3315002433955668e-16 -2.9273596994928663 -0.4073633146349711
-2.05000105779618e-16 -3.172827590814527 -0.16288936400143456
-1.3005774235352874e-16 -3.172827590814528 0.16288936400143508
-8.62200977280736e-17 -2.9273596994928694 0.4073633146349707
-1.5552359400317071e-16 -2.308169188861282 0.46295887250693624
-1.722582965157926e-16 -1.3395979790912624 0.5167452228056617
-8.98580765351653e-17 -0.5311395097270499 0.6800244511093085
-7.803464541211724e-17 -0.16899329202013524 0.7398229857494195
-4.547473508864641e-17 -0.04785781222780776 0.6656226829311238
-2.837623469531536e-17 0.015943250843501594 -0.5561676410984517
-8.349161362275481e-17 0.0002779509262943211 -0.7355230929849872
-1.1586962500587106e-16 -0.1647147409438094 -1.002885767297071
-5.4387783166021106e-17 -0.671402144290885 -1.3328001159528295
-1.6934791347011924e-16 -1.664520194801773 -1.5446213389265087
-1.8844730220735073e-16 -2.8484391132233218 -1.4016988033713595
-1.506123226135969e-16 -3.711663737098316 -0.9272976476256556
-2.013621269725263e-16 -4.101817998333402 -0.3176819291491912
-1.467924448661506e-16 -4.1018179983333996 0.31768192914919197
-2.5556801119819283e-16 -3.7116637370983128 0.9272976476256544
-9.38598532229662e-17 -2.8484391132233227 1.4016988033713587
-5.074980435892939e-17 -1.6645201948017727 1.5446213389265087
-2.5647750589996574e-17 -0.6714021442908839 1.3328001159528284
-4.82032191939652e-17 -0.1647147409438091 1.0028857672970681
-3.328750608488917e-17 0.0002779509262945989 0.7355230929849864
-3.328750608488917e-17 0.10668240723205939 -0.5094935458109034
-5.220499588176608e-17 0.1725043295080818 -0.7618439053211071
-7.457856554538012e-17 0.12529492170950288 -1.265794924220389
-1.9390427041798828e-16 -0.3785728236022957 -2.222167172878222
-3.1577656045556067e-16 -2.1151479262281363 -3.141682272934692
-2.7903297450393436e-16 -4.274978259929142 -2.7992843597157937
-1.6625563148409128e-16 -5.403800735561044 -1.5748519199576299
-2.130036591552198e-16 -5.7421643434895895 -0.4929095055030166
-2.2191670723259449e-16 -5.742164343489589 0.4929095055030178
-1.6407284419983625e-16 -5.403800735561041 1.5748519199576319
1.418811734765768e-17 -4.274978259929143 2.7992843597157924
-2.9285729397088286e-17 -2.115147926228134 3.141682272934693
-4.7293724492192265e-17 -0.3785728236022946 2.2221671728782213
-1.0859366739168762e-16 0.12529492170950307 1.2657949242203888
-7.767084753140807e-17 0.17250432950808242 0.7618439053211071
-3.519744495861232e-17 0.21497860030923852 -0.381653120809238
-4.838511813431978e-17 0.4357221683872308 -0.6179202874103529
-1.0822986951097845e-16 0.7414689287186984 -1.230455725177507
-2.295564627274871e-16 0.9558832648154036 -2.6047223445184438
-3.212335286661982e-16 -2.115966381005722 -3.5308012859021662
-4.1454768506810066e-16 -8.466108683942357 -2.9872866627088412
-1.0568328434601425e-16 -8.053790231447758 -1.8647081910900842
-2.541128196753561e-16 -7.896977146540877 -0.5253423893817659
-1.709850039333105e-16 -7.896977146540877 0.5253423893817674
-1.1095835361629724e-16 -8.053790231447762 1.8647081910900853
4.6566128730773924e-17 -8.466108683942357 2.9872866627088426
1.4406396076083183e-16 -2.115966381005717 3.530801285902167
-5.3114490583539006e-17 0.9558832648154041 2.604722344518442
-4.092726157978177e-17 0.7414689287186966 1.2304557251775068
-7.22138793207705e-17 0.43572216838723077 0.6179202874103527
-2.0463630789890884e-17 0.27092284324917554 -0.16380915028777404
-4.965841071680188e-17 0.6270186429774033 -0.21812083032125593
-5.902620614506304e-17 1.446815324708255 -0.473421917276705
-4.190951585769653e-16 3.560757171041826 -2.814596993286435
-1.5243131201714277e-15 -3.0079464197903527 -8.494233290159055
nan nan nan
nan nan nan
-6.657501216977834e-17 -9.515185167175376 -0.17593429836106275
-5.402398528531194e-17 -9.515185167175384 0.17593429836106358
nan nan nan
nan nan nan
6.384652806445956e-17 -3.0079464197903465 8.494233290159057
-8.276401786133646e-17 3.560757171041819 2.814596993286422
-5.1841198001056906e-17 1.4468153247082542 0.4734219172767054
-3.274180926382542e-17 0.627018642977403 0.21812083032125634
-2.737579052336514e-17 0.2111325587406757 0.07697611394269153
2.6375346351414917e-18 0.5170488883095509 0.2836414240711417
-1.1823431123048066e-18 1.1761797950913808 0.8831106907847037
3.7416612030938265e-16 2.337553333697965 3.7644774642337557
1.150146999862045e-15 -3.0586991744676837 8.646366912515182
nan nan nan
nan nan nan
7.148628355935216e-17 -8.96628334199787 0.4192781791198365
6.83940015733242e-17 -8.966283341997872 -0.41927817911983717
nan nan nan
nan nan nan
-5.638867150992155e-17 -3.058699174467679 -8.646366912515184
-8.003553375601769e-18 2.3375533336979637 -3.7644774642337415
-2.9831426218152044e-17 1.1761797950913808 -0.8831106907847034
-2.3283064365386962e-17 0.51704888830955 -0.28364142407114096
-1.4915713109076022e-17 0.053193623303749375 0.23965474884524135
7.548806024715305e-18 0.16861840935623715 0.5570222137398244
2.28283170145005e-17 0.22968659940680186 1.259248822606965
1.0531948646530509e-16 -0.30241034703345643 2.6704483246429493
2.685737854335457e-16 -2.4288563517177026 4.011824174222646
2.700289769563824e-16 -5.123702995057637 3.6122782849028696
7.530616130679845e-17 -6.461139582504991 1.9903727840161796
1.3342287275008856e-16 -6.711961237543456 0.5897401392090473
1.8189894035458563e-16 -6.71196123754346 -0.5897401392090488
1.0450094123370946e-16 -6.461139582504992 -1.9903727840161802
-8.667484507896006e-17 -5.12370299505764 -3.6122782849028727
-6.96672941558063e-17 -2.4288563517176973 -4.011824174222642
-5.038600647822022e-17 -0.3024103470334541 -2.670448324642944
-1.546140993013978e-17 0.22968659940680222 -1.2592488226069642
1.700755092315376e-17 0.1686184093562368 -0.5570222137398237
-4.456524038687348e-18 -0.12504410791715762 0.287317887455116
2.901288098655641e-17 -0.15881358261836986 0.5622802692658662
1.5461409930139778e-18 -0.33993069987051405 1.0231514330647158
2.6193447411060332e-17 -0.8903525779853271 1.6464464596558257
1.1759766493923962e-16 -1.9690479876727602 2.106696339585464
1.5761543181724845e-16 -3.25366345833379 1.9780222030795163
-7.548806024715305e-18 -4.185793884782758 1.302641565883942
4.7839421313256023e-17 -4.597125569330421 0.4389023044838188
1.5133991837501524e-16 -4.597125569330419 -0.4389023044838204
2.0190782379359005e-17 -4.18579388478276 -1.3026415658839436
1.154148776549846e-16 -3.253663458333792 -1.9780222030795163
1.1577867553569377e-16 -1.9690479876727587 -2.1066963395854637
-3.7198333302512763e-17 -0.8903525779853262 -1.6464464596558226
-4.547473508864641e-19 -0.3399306998705148 -1.0231514330647151
-8.458300726488232e-18 -0.15881358261836961 -0.5622802692658664
-1.0095391189679502e-17 -0.2683913830807891 0.24988415048551163
2.4010660126805304e-17 -0.37181357057489883 0.43855672130626216
1.7280399333685634e-17 -0.5960227308101973 0.6997867302250466
4.729372449219226e-18 -1.0151655784137117 0.9841818338200511
3.519744495861232e-17 -1.6417655037724126 1.1582369704445554
8.094502845779061e-17 -2.3429546914107493 1.0838823172232688
7.921698852442204e-17 -2.909016688062728 0.7510591086358662
1.3887984096072614e-16 -3.207799036179587 0.2649952232191547
2.5011104298755524e-17 -3.2077990361795896 -0.2649952232191549
3.54702933691442e-17 -2.9090166880627275 -0.7510591086358669
1.0595613275654614e-16 -2.3429546914107493 -1.0838823172232694
1.064108801074326e-17 -1.641765503772413 -1.1582369704445554
-8.094502845779061e-18 -1.0151655784137108 -0.9841818338200511
4.065441316924989e-17 -0.5960227308101966 -0.6997867302250466
1.0913936421275138e-18 -0.3718135705748981 -0.43855672130626194
-1.709850039333105e-17 -0.36303734413388966 0.16812668604517028
2.319211489520967e-17 -0.4897033285450119 0.2780755736821703
-7.185008144006132e-18 -0.701826641510688 0.41269995920548735
-1.064108801074326e-17 -1.0206339856917983 0.5408725260029766
8.194547262974083e-17 -1.431475511539527 0.6070460221183165
-5.920810508541763e-17 -1.865026718554589 0.5604446798144673
1.0213625500909983e-16 -2.2213867069234303 0.392649744906195
6.539266905747354e-17 -2.419054516322078 0.1404759408962906
-3.064997144974768e-17 -2.419054516322078 -0.14047594089629117
4.3746695155277845e-17 -2.2213867069234308 -0.39264974490619525
2.637534635141492e-17 -1.86502671855459 -0.5604446798144674
-2.646629582159221e-17 -1.4314755115395266 -0.6070460221183169
2.5283952709287403e-17 -1.0206339856917983 -0.5408725260029766
1.4279066817834972e-17 -0.7018266415106883 -0.4126999592054873
-2.91038304567337e-17 -0.4897033285450115 -0.27807557368217
-6.448317435570061e-17 -0.4141230132335638 0.06826126694523016
3.137756721116602e-17 -0.545740629582834 0.11449651567630062
2.764863893389702e-17 -0.7419602956118082 0.1669662006145779
4.9294612836092707e-17 -1.006763607992112 0.21310249538283296
-3.67435859516263e-17 -1.3212339016633814 0.2341875441756227
6.775735528208315e-17 -1.6388874496015007 0.21424836597238586
4.110916052013636e-17 -1.8976907556332858 0.15021666096189465
-5.729816621169448e-18 -2.042515667972987 0.05392406579995847
2.1191226551309228e-17 -2.042515667972988 -0.053924065799958606
6.739355740137398e-17 -1.8976907556332858 -0.1502166609618949
-9.00399754755199e-18 -1.6388874496014996 -0.21424836597238625
4.320099833421409e-17 -1.3212339016633807 -0.23418754417562293
-2.128217602148652e-17 -1.0067636079921118 -0.21310249538283269
-2.2100721253082154e-17 -0.7419602956118092 -0.16696620061457795
-4.729372449219226e-18 -0.545740629582834 -0.11449651567630055
-9.913492249324917e-18 -0.42855302449902677 -0.0367465702210562
-1.6279955161735414e-17 -0.5599449823515937 -0.04613935413535786
-4.665707820095122e-17 -0.7513583251009684 -0.058285584060082385
-4.7839421313256023e-17 -1.0044056531159025 -0.06964785682746312
4.802132025361061e-17 -1.3001476545425168 -0.07436135804650267
-2.773958840407431e-17 -1.5960289154404206 -0.06716418463333154
-1.6189005691558122e-17 -1.8362345848888024 -0.04680858272814251
-2.346496330574155e-17 -1.9706427659535073 -0.016759817206117203
-4.447429091669619e-17 -1.9706427659535084 0.016759817206117227
-8.003553375601769e-18 -1.8362345848888029 0.04680858272814245
2.837623469531536e-17 -1.5960289154404221 0.0671641846333315
-3.146851668134332e-17 -1.3001476545425172 0.07436135804650262
3.0740920919924976e-17 -1.004405653115902 0.06964785682746338
3.383320290595293e-17 -0.7513583251009688 0.05828558406008242
2.0099832909181713e-17 -0.5599449823515932 0.046139354135357705
-5.275069270282983e-18 -0.4085128156110387 -0.13958279939766646
-1.0732037480920552e-17 -0.5366206353113255 -0.20633264446774663
-1.4279066817834972e-17 -0.7360044062941314 -0.2881861916881814
-7.748894859105348e-17 -1.0178308860962255 -0.364849987484502
-1.267835614271462e-16 -1.3654246585254677 -0.40180969974616976
-9.422365110367536e-17 -1.7241305497717554 -0.3680050639022752
7.275957614183426e-19 -2.0178862809425233 -0.2574891077872031
-9.840732673183084e-17 -2.1817021655579136 -0.09220122075755319
-4.511093720793724e-17 -2.1817021655579136 0.0922012207575533
-8.849383448250591e-17 -2.0178862809425238 0.2574891077872035
-3.064997144974768e-17 -1.7241305497717565 0.3680050639022752
-3.1832314562052486e-17 -1.3654246585254666 0.4018096997461695
-5.94809534959495e-17 -1.0178308860962244 0.3648499874845018
-2.100932761095464e-17 -0.7360044062941314 0.2881861916881815
-1.3005774235352873e-17 -0.5366206353113252 0.2063326444677465
-1.505213731434196e-17 -0.3507323345983927 -0.23097171808789413
1.000444171950221e-17 -0.4647971349903833 -0.36532601541158194
-7.33962224330753e-17 -0.6766249769868377 -0.5458546119790982
-6.530171958729624e-17 -1.0302110003270422 -0.7337590100657082
-4.101821104995906e-17 -1.5224987183099221 -0.8411344970995024
-1.6389094525948166e-16 -2.0595796091168395 -0.781449909044387
1.1550582712516187e-17 -2.4982963086292096 -0.5443250094029859
-1.3833414413966237e-16 -2.7360795913574254 -0.1933301180643748
-3.710738383233547e-17 -2.736079591357426 0.19333011806437542
-1.3596945791505277e-16 -2.498296308629209 0.5443250094029858
-1.2187229003757237e-17 -2.0595796091168403 0.7814499090443866
-4.1745806811377404e-17 -1.5224987183099223 0.8411344970995013
-4.638422979041934e-17 -1.0302110003270395 0.7337590100657075
2.974047674797475e-17 -0.6766249769868383 0.5458546119790978
2.064552973024547e-17 -0.4647971349903834 0.36532601541158155
-1.623448042664677e-17 -0.25032422430556023 -0.2921596032774351
-1.8826540326699613e-17 -0.31903259176994336 -0.5046227254477795
-2.255546860396862e-17 -0.5166326138144307 -0.8406879428684451
-1.0527401173021644e-16 -0.981705398632044 -1.259265218174545
-3.474269760772586e-17 -1.783777505252298 -1.546809664778834
-5.093170329928398e-18 -2.7157826206250513 -1.4520149655253929
-1.0923031368292867e-16 -3.431273226886432 -0.9812616025453536
-8.776623872108758e-17 -3.7777168264192786 -0.33811840495263157
-1.6325429896824062e-16 -3.7777168264192804 0.3381184049526318
-6.411937647499143e-17 -3.4312732268864274 0.9812616025453544
-1.2259988579899072e-16 -2.715782620625051 1.4520149655253927
-8.049028110690415e-17 -1.7837775052522964 1.5468096647788336
-6.59383658785373e-17 -0.9817053986320428 1.2592652181745445
-7.60337570682168e-17 -0.5166326138144308 0.8406879428684484
-1.2732925824820995e-17 -0.31903259176994336 0.5046227254477795
-5.456968210637569e-19 -0.11292127671175624 -0.29005874042263907
-2.3192114895209668e-18 -0.07233697430744998 -0.5622971529216169
-1.2564669304993003e-16 -0.13406075584503296 -1.1179412830046696
-8.376446203328669e-17 -0.6761450073251382 -2.063137623260918
-1.0345502232667059e-16 -2.1637268335672633 -2.8699395819572673
-3.207787813153118e-16 -4.006910338671094 -2.64600463816701
-1.899024937301874e-16 -5.123488164386073 -1.5974597836404214
-2.5138433557003736e-16 -5.473565008758919 -0.5024425064126411
-2.2414496925193816e-16 -5.4735650087589205 0.5024425064126422
-1.4092620403971523e-16 -5.123488164386075 1.5974597836404227
-4.4792614062316714e-17 -4.006910338671095 2.64600463816701
9.094947017729282e-20 -2.163726833567263 2.8699395819572673
6.002665031701326e-18 -0.6761450073251354 2.0631376232609147
-1.696207618806511e-17 -0.13406075584503296 1.1179412830046707
-1.5552359400317072e-17 -0.07233697430744997 0.5622971529216174
-1.446096575818956e-17 0.023215345853266362 -0.1893555049423088
-8.50377546157688e-18 0.23927850788073832 -0.4141283987652458
-1.064108801074326e-16 0.6278347494492837 -1.0662978630929631
-2.647539076860994e-16 0.6630628798249821 -3.214619216870473
-6.807113095419481e-16 -2.682866952133105 -5.8774465022848
-4.392859409563243e-16 -7.0288590063644065 -4.892311373054843
-1.2100827007088809e-16 -7.989392279902999 -1.954322088724939
-5.5388227337971326e-17 -7.623840549178366 -0.489408551955434
-3.5925040720030663e-17 -7.623840549178367 0.4894085519554355
-4.165485734120011e-17 -7.989392279903002 1.9543220887249428
9.854375093709677e-17 -7.028859006364409 4.892311373054846
7.162270776461809e-17 -2.6828669521330983 5.877446502284802
6.598384061362595e-17 0.6630628798249836 3.214619216870466
2.396518539171666e-17 0.6278347494492836 1.0662978630929627
-1.673470251262188e-17 0.23927850788073812 0.4141283987652464
1.5461409930139778e-18 0.08329245755486527 -0.00028269904664283827
-5.411493475548923e-18 0.4051561860178502 0.00018168947142749452
-4.9567461246624584e-18 1.2669589417508476 0.0005637168247346772
5.002220859751105e-18 5.316203959221693 0.0008105799039138185
-5.775291356258094e-18 0.9314562639248585 0.0008894526933037843
nan nan nan
nan nan nan
3.1377567211166024e-18 -8.801923916968509 0.00019421761254094188
-1.0095391189679502e-17 -8.801923916968512 -0.000194217612540927
nan nan nan
nan nan nan
-8.321876521222292e-18 0.9314562639248631 -0.0008894526933037712
-4.5929482439532875e-18 5.316203959221668 -0.0008105799039139095
-1.6825651982799171e-18 1.2669589417508482 -0.0005637168247345799
-5.593392415903508e-18 0.40515618601784986 -0.000181689471427526
1.6416379367001353e-17 0.022146762374158673 0.1888693124335833
2.0872903405688702e-17 0.23845236254045413 0.41464871634492645
4.342837200965732e-17 0.6273930313977465 1.0676428528911068
2.603428583825007e-16 0.6631031710703901 3.2164917821397943
5.420588422566652e-16 -2.6823093383293135 5.879476565114121
4.32510205428116e-16 -7.027821755596156 4.8941131076257705
8.731149137020111e-17 -7.987985433487903 1.9555578441962382
6.584741640836e-17 -7.622232565805325 0.48984775922869817
5.156834959052503e-17 -7.622232565805323 -0.4898477592286989
8.794813766144215e-17 -7.9879854334879035 -1.955557844196241
-2.4924702302087095e-16 -7.02782175559616 -4.894113107625772
-1.8899299902841447e-16 -2.6823093383293055 -5.87947656511412
-3.3014657674357296e-17 0.6631031710703921 -3.2164917821397863
2.72393663180992e-17 0.627393031397747 -1.0676428528911057
-3.228706191293895e-18 0.23845236254045316 -0.4146487163449252
1.1732481652870774e-17 -0.11520626540442021 0.2898299513406804
2.482920535840094e-17 -0.07408512305830006 0.563320280745143
6.693881005048752e-17 -0.13496332553906923 1.1199825155637617
1.1173142411280424e-16 -0.6759860536081338 2.065816085737509
1.7012098396662622e-16 -2.1624249650505742 2.872776572837965
1.8890204955823718e-16 -4.004545274974108 2.64849586043784
5.925357982050627e-17 -5.1203015923127495 1.5991599330568846
1.2782948033418506e-16 -5.469930582115039 0.5030455605105026
9.663381206337362e-17 -5.4699305821150395 -0.5030455605105034
1.5916157281026244e-16 -5.120301592312748 -1.599159933056887
5.12500264449045e-17 -4.004545274974109 -2.64849586043784
1.9690560293383894e-17 -2.162424965050573 -2.8727765728379637
-7.075868779793381e-17 -0.6759860536081312 -2.0658160857375054
7.485141395591199e-17 -0.13496332553906923 -1.1199825155637622
2.2237145458348094e-17 -0.07408512305829992 -0.5633202807451431
1.3005774235352873e-17 -0.2541402299730755 0.2924260448361386
3.7653080653399226e-17 -0.3219102277757216 0.5065937186079059
2.4238033802248535e-17 -0.5180399852773947 0.844041707998262
3.583409124985337e-17 -0.9812590287756862 1.263469487456118
1.7143975128419698e-17 -1.7813223894757184 1.5511821577631815
3.492459654808044e-17 -2.7114473254456506 1.455824061888675
1.0600160749163479e-16 -3.4254780938030294 0.9838522349016461
2.5020199245773253e-16 -3.771123416517167 0.33903616019794575
1.698026608210057e-16 -3.771123416517166 -0.3390361601979459
1.3465069059748202e-16 -3.425478093803028 -0.9838522349016469
9.913492249324917e-17 -2.7114473254456506 -1.4558240618886749
4.8294168664142486e-17 -1.7813223894757169 -1.5511821577631806
5.015863280277699e-17 -0.9812590287756853 -1.2634694874561172
3.6379788070917126e-17 -0.5180399852773946 -0.8440417079982623
4.083631210960448e-17 -0.3219102277757217 -0.5065937186079056
1.2732925824820995e-17 -0.3566035400949197 0.23207059575765454
4.674802767112851e-17 -0.46916109651818877 0.3688656645092339
2.3737811716273425e-17 -0.6786227919566837 0.5513905406103242
4.37012204201892e-17 -1.0291957440286452 0.7405219706184085
7.244125299621373e-17 -1.5181822819906345 0.8481045026969527
9.304130799137055e-17 -2.0521431785494255 0.7875046092822889
7.066773832775652e-17 -2.4884196418997573 0.5484407004283939
7.626113074366003e-17 -2.724862562019076 0.19478823010288185
5.4114934755489227e-17 -2.724862562019076 -0.19478823010288251
2.000888343900442e-17 -2.4884196418997564 -0.5484407004283941
3.196873876731843e-17 -2.0521431785494255 -0.7875046092822896
-5.834408511873335e-17 -1.518182281990635 -0.8481045026969524
6.293703336268664e-17 -1.029195744028644 -0.7405219706184076
4.411049303598702e-17 -0.678622791956684 -0.5513905406103237
7.185008144006132e-18 -0.4691610965181885 -0.36886566450923397
1.2960299500264227e-17 -0.4172501492010341 0.14198668583990737
9.094947017729282e-19 -0.5430513844049987 0.21232826859087933
9.094947017729282e-20 -0.7387620578696739 0.2971826809971321
5.4660631576552985e-17 -1.0158254901262194 0.37573125385761696
9.144969226326793e-17 -1.3581108902164432 0.41301705093405117
8.335518941748887e-17 -1.7117291261466436 0.37776193826625754
2.924025466199964e-17 -2.0014655220190565 0.2641369793635716
